,SPY,XLF,XLK,XLU,XLI,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,ETH,LTC
2013-10-10,169.16,20.195,32.19,37.94,42.27,51.01,60.27,39.97,42.3,67.41,29.73,37.11,40.625,27.5,37.84
2013-10-11,170.24,20.31,32.44,38.11,42.47,51.23,60.75,40.42,42.555,68.53,30.2,37.35,40.89,26.32,37.98
2013-10-14,170.97,20.41,32.57,37.89,42.63,51.58,60.98,40.35,42.685,69.07,29.94,37.92,41.04,25.25,38.0
2013-10-15,169.71,20.25,32.36,37.36,42.2,51.28,60.48,40.7,42.43,69.07,29.37,38.08,40.665,24.4,37.87
2013-10-16,172.07,20.68,32.67,37.72,42.48,52.315,61.215,40.52,42.88,71.03,29.63,37.88,41.353,25.49,38.45
2013-10-17,173.22,20.88,32.695,38.33,42.81,52.76,61.66,40.84,43.41,71.48,29.87,38.5,41.545,25.5,38.96
2013-10-18,174.37,20.92,33.24,38.44,43.27,52.56,62.03,41.49,43.55,72.72,29.89,38.51,41.935,25.81,39.01
2013-10-21,174.4,20.88,33.43,38.35,43.38,52.29,62.18,41.43,43.55,72.15,29.68,38.64,41.9,26.29,38.57
2013-10-22,175.43,20.919,33.405,38.86,43.67,52.77,62.62,41.5,44.17,71.6,30.41,39.46,41.805,26.83,39.11
2013-10-23,174.62,20.731,33.26,38.8673,43.69,52.69,62.24,41.88,43.9,69.74,30.54,39.01,41.705,27.3,39.79
2013-10-24,175.15,20.77,33.34,38.76,44.02,52.67,62.83,42.06,44.105,71.515,31.25,39.62,41.94,27.6,40.06
2013-10-25,175.93,20.86,33.505,39.21,44.24,52.75,63.29,41.86,44.22,71.44,31.135,39.68,41.985,27.64,40.22
2013-10-28,176.21,20.81,33.62,39.1245,44.18,52.91,63.14,42.15,43.99,71.13,31.03,39.67,42.01,27.45,40.17
2013-10-29,177.22,20.88,33.84,39.18,44.31,53.27,63.55,42.7,44.1,71.88,31.35,39.66,42.322,27.53,40.1
2013-10-30,176.345,20.782,33.74,38.92,44.11,52.965,63.26,42.99,43.85,70.57,30.99,39.55,42.02,27.42,39.72
2013-10-31,175.72,20.56,33.645,38.78,44.12,52.77,63.41,42.49,43.77,69.585,30.51,39.34,42.085,26.65,39.46
2013-11-01,176.15,20.61,33.66,39.06,44.44,53.11,63.55,42.36,43.66,69.16,30.31,39.81,42.29,26.87,39.56
2013-11-04,176.82,20.63,33.8,39.15,44.6,53.16,63.79,42.61,43.84,71.28,30.71,41.05,42.635,27.73,39.59
2013-11-05,176.32,20.53,33.7,38.86,44.55,52.98,63.77,42.51,43.67,69.81,30.46,40.71,42.69,27.73,38.81
2013-11-06,177.15,20.62,34.02,39.39,44.68,52.85,63.61,42.85,43.94,68.3,30.46,40.51,42.355,27.93,38.97
2013-11-07,174.94,20.4,33.6,39.03,44.21,52.4,62.34,43.06,43.39,66.46,30.16,39.42,41.83,27.64,38.85
2013-11-08,177.23,20.85,33.89,38.955,44.81,53.18,63.29,42.47,44.17,68.06,30.2,40.38,42.43,27.95,38.42
2013-11-11,177.3,20.865,33.92,38.95,44.77,53.27,63.39,42.65,44.15,68.29,30.2,40.38,42.875,28.14,38.23
2013-11-12,176.98,20.67,34.04,38.62,44.79,53.26,63.29,42.44,44.03,67.47,30.35,39.69,43.09,27.97,38.56
2013-11-13,178.36,20.84,34.32,38.79,45.05,53.55,64.27,42.46,44.26,68.51,30.76,39.98,43.665,28.56,38.81
2013-11-14,179.31,21.03,34.22,39.13,45.22,54.0,64.72,42.99,44.64,69.25,31.22,39.9,43.743,28.57,39.01
2013-11-15,180.06,21.13,34.32,39.37,45.38,54.305,64.915,43.26,44.93,69.34,31.37,40.25,44.02,28.9,38.89
2013-11-18,179.47,21.12,34.16,39.32,45.45,54.09,64.46,43.46,44.625,67.31,31.11,39.53,43.765,28.75,38.86
2013-11-19,179.04,21.16,34.05,39.04,45.12,54.13,64.18,43.14,44.5,66.99,31.06,39.505,43.405,28.83,38.72
2013-11-20,178.44,21.08,33.93,38.59,44.93,54.29,63.86,43.09,44.16,67.02,30.94,39.09,43.415,28.9,38.32
2013-11-21,179.88,21.39,34.22,38.69,45.29,54.53,64.45,42.87,44.52,68.91,31.6,39.11,43.788,30.12,38.68
2013-11-22,180.76,21.4801,34.17,38.66,45.69,55.23,64.83,42.99,44.75,69.31,31.37,38.96,43.733,30.08,38.52
2013-11-25,180.655,21.52,34.16,38.52,45.59,55.49,64.895,43.3,44.45,68.51,31.38,38.87,43.82,29.5,38.3
2013-11-26,180.69,21.5,34.28,38.15,45.68,55.29,65.27,43.14,44.35,68.99,32.05,38.51,44.065,30.45,38.22
2013-11-27,181.14,21.565,34.56,38.05,45.86,55.3,65.5,43.19,44.39,68.04,32.04,38.84,44.285,30.83,38.61
2013-11-29,180.91,21.48,34.68,38.02,45.73,55.23,65.58,43.17,44.32,67.8,31.93,39.08,44.265,30.9,38.48
2013-12-02,180.53,21.43,34.55,37.89,45.54,55.29,65.26,43.03,44.24,67.8,31.33,38.74,43.925,29.48,37.39
2013-12-03,179.88,21.24,34.65,38.08,45.15,54.81,64.7,42.71,43.72,67.68,31.16,38.84,43.895,29.4,37.4
2013-12-04,179.7,21.2999,34.695,38.22,44.97,54.6,64.55,42.88,43.92,67.47,30.97,39.179,43.51,28.77,37.39
2013-12-05,178.99,21.1,34.59,37.93,44.99,54.48,64.57,42.77,43.66,67.39,30.89,39.37,43.39,28.58,37.32
2013-12-06,180.93,21.4,34.84,38.42,45.68,55.215,65.12,42.83,44.27,66.2,31.28,38.96,43.135,28.91,37.43
2013-12-09,181.38,21.48,34.96,38.22,45.8,55.335,65.07,43.26,44.5,66.1,31.42,39.86,43.175,28.83,37.39
2013-12-10,180.77,21.41,34.85,37.82,45.7,55.08,65.11,43.14,44.61,66.21,31.26,39.88,43.035,28.65,36.63
2013-12-11,178.68,21.1,34.54,37.52,44.98,54.18,64.47,42.85,43.86,65.0,30.78,38.87,42.755,28.26,35.41
2013-12-12,178.18,21.11,34.32,37.57,45.02,53.8,64.3,42.92,43.8,65.47,30.78,38.53,42.67,28.48,35.67
2013-12-13,178.11,21.13,34.23,37.51,45.16,53.8,64.47,42.47,43.99,65.32,30.82,38.79,42.7,28.5,36.16
2013-12-16,179.2,21.25,34.53,37.73,45.59,53.925,64.92,42.35,44.17,65.78,31.04,39.02,42.915,28.85,36.15
2013-12-17,178.63,21.125,34.51,37.66,45.57,53.68,64.7,42.22,44.405,65.72,31.1,39.08,42.795,28.68,35.61
2013-12-18,181.7,21.62,34.81,38.16,46.33,54.98,65.74,42.11,45.0,66.16,32.04,39.14,43.445,29.41,36.76
2013-12-19,181.525,21.59,34.85,37.88,46.38,54.835,65.6,42.65,45.11,66.868,31.76,39.87,43.23,29.24,35.42
2013-12-20,181.55,21.615,34.96,37.83,46.77,54.91,65.64,42.35,44.93,67.73,32.14,39.4,43.57,29.97,35.19
2013-12-23,182.46,21.71,35.43,37.7,46.95,55.105,65.95,42.645,45.13,68.06,32.88,39.99,43.79,30.33,35.4
2013-12-24,182.96,21.76,35.51,37.83,47.17,55.04,66.12,42.51,45.63,68.52,32.91,40.79,43.87,30.56,35.61
2013-12-26,183.87,21.79,35.62,37.67,47.5,55.43,66.55,42.6,45.88,68.1,32.98,40.9,20.84,30.39,36.01
2013-12-27,183.83,21.79,35.57,37.79,47.44,55.36,66.31,42.81,46.03,68.87,32.99,42.12,43.805,30.58,35.35
2013-12-30,183.81,21.76,35.525,37.9,47.4,55.46,66.58,42.88,46.055,67.8,33.15,41.67,44.005,30.65,35.77
2013-12-31,184.56,21.85,35.74,37.98,47.68,55.4401,66.84,43.02,46.17,68.51,33.27,42.09,44.045,30.41,35.38
2014-01-02,182.95,21.75,35.4,37.39,47.01,55.14,66.51,42.85,45.835,67.1,33.09,42.64,43.73,30.05,35.25
2014-01-03,182.8,21.88,35.215,37.28,47.14,55.24,66.32,42.54,45.74,66.48,33.16,42.26,43.795,30.86,35.52
2014-01-06,182.4,21.9,35.16,37.31,46.87,55.03,65.92,42.46,45.48,66.11,32.53,41.89,43.355,29.89,35.18
2014-01-07,183.44,21.91,35.47,37.66,47.16,55.59,66.29,42.24,45.405,66.75,32.56,41.62,43.435,30.15,35.54
2014-01-08,183.53,22.0,35.48,37.45,47.08,56.08,66.18,42.43,45.66,66.47,32.79,41.31,43.255,30.56,35.54
2014-01-09,183.63,22.07,35.25,37.68,47.31,56.51,66.13,42.23,45.5,66.15,32.41,40.6399,42.91,28.82,35.56
2014-01-10,184.07,22.04,35.32,38.22,47.38,56.75,66.37,42.45,45.655,66.55,32.83,40.85,42.91,27.52,36.07
2014-01-13,181.72,21.71,34.95,37.86,46.8,56.29,65.06,42.4,45.02,64.71,32.06,40.46,41.705,27.07,35.59
2014-01-14,183.68,21.88,35.55,37.88,47.3,57.02,65.57,42.27,45.66,66.03,32.32,40.8597,42.155,26.03,35.24
2014-01-15,184.67,22.15,35.97,37.81,47.63,56.94,65.73,42.43,45.95,65.91,32.22,41.65,42.015,27.01,36.31
2014-01-16,184.4,22.01,35.96,38.08,47.52,57.07,65.43,42.27,46.01,66.63,32.25,41.875,41.68,26.97,36.85
2014-01-17,183.61,21.925,35.75,38.05,47.28,57.03,65.1,42.35,45.9,65.95,31.86,41.86,41.475,26.7,36.31
2014-01-21,184.19,21.94,35.9,38.48,47.32,57.34,65.01,42.19,46.16,67.53,31.84,41.72,41.385,25.54,36.74
2014-01-22,184.35,21.97,35.88,38.52,47.47,57.39,65.19,42.24,45.76,68.77,32.16,41.41,41.46,25.5,36.56
2014-01-23,182.78,21.6,35.81,38.42,46.9,56.99,64.74,42.08,45.09,67.94,32.2,41.42,41.185,27.42,36.36
2014-01-24,178.89,21.11,35.12,37.98,45.44,55.67,63.49,41.8,43.85,66.49,31.21,39.88,40.495,26.27,36.46
2014-01-27,178.01,20.97,34.79,38.06,45.49,55.22,63.23,41.5,43.685,65.27,31.05,39.16,40.365,25.7,36.92
2014-01-28,179.07,21.24,34.59,38.2,45.92,55.93,63.71,41.38,43.92,66.35,31.61,40.04,40.47,25.81,37.37
2014-01-29,177.32,21.02,34.295,38.19,45.43,55.45,62.65,41.36,44.13,65.89,31.3,39.92,39.78,25.06,37.55
2014-01-30,179.32,21.3,34.75,38.78,45.87,56.45,63.7,41.05,44.31,66.22,31.25,40.03,40.12,24.94,37.89
2014-01-31,178.1,21.05,34.82,39.09,45.64,55.97,62.86,40.59,44.04,65.75,31.59,39.87,39.89,25.22,37.95
2014-02-03,174.17,20.53,34.04,38.81,44.38,54.84,61.23,40.71,43.01,63.98,30.58,38.59,38.75,24.48,37.62
2014-02-04,175.39,20.73,34.21,38.56,44.66,55.3851,61.91,40.05,43.36,65.13,30.99,38.95,38.94,24.51,37.94
2014-02-05,175.14,20.72,34.23,38.39,44.64,55.09,62.02,39.91,43.45,64.31,30.87,38.42,39.045,24.27,36.96
2014-02-06,177.42,21.02,34.62,38.66,45.26,55.37,63.31,40.3,44.105,65.21,31.75,38.79,39.99,24.8,36.89
2014-02-07,179.69,21.29,35.08,38.88,46.05,56.33,64.09,40.7,44.71,65.74,32.01,39.27,40.37,24.84,36.81
2014-02-10,180.0,21.31,35.19,39.17,45.75,56.83,64.06,40.9,44.9,65.28,31.81,39.36,40.28,24.65,37.33
2014-02-11,181.95,21.53,35.61,39.54,46.27,57.59,64.53,41.15,45.44,66.22,31.95,40.41,40.58,25.52,37.19
2014-02-12,182.08,21.52,35.73,39.58,46.53,57.56,64.58,41.66,45.37,66.79,32.17,40.32,40.495,25.31,36.82
2014-02-13,183.05,21.6,36.03,40.03,46.57,57.99,64.83,41.09,45.79,67.71,32.34,40.95,40.695,25.55,36.38
2014-02-14,184.01,21.635,36.06,40.3,46.87,58.2,65.2,41.51,46.12,68.248,32.54,41.75,40.6,25.26,36.5
2014-02-18,184.25,21.68,36.09,40.41,46.83,58.72,65.27,41.79,46.16,69.285,32.45,42.04,40.85,25.3,36.58
2014-02-19,183.02,21.39,35.95,40.18,46.39,58.37,64.69,41.55,45.85,68.76,32.29,41.42,41.023,24.49,36.55
2014-02-20,184.16,21.44,36.11,40.51,46.83,58.89,65.06,41.45,46.3,68.95,32.6,41.85,41.02,24.69,36.48
2014-02-21,183.91,21.46,35.96,40.56,46.89,58.8,65.17,41.74,46.25,69.0,32.86,41.6,41.1,24.95,36.63
2014-02-24,184.99,21.63,36.08,40.44,47.24,59.25,65.52,41.63,46.01,70.71,32.9,41.57,41.295,24.56,37.33
2014-02-25,184.8,21.5,35.98,40.42,47.09,59.11,65.89,41.74,46.2,70.22,33.1,40.77,41.805,24.91,37.24
2014-02-26,184.83,21.48,36.0,40.27,47.13,59.09,66.28,42.0,46.53,69.22,33.98,40.95,42.605,25.13,37.58
2014-02-27,185.84,21.59,36.3,40.19,47.41,59.41,66.58,41.81,46.88,69.15,34.2,41.75,42.84,25.37,37.74
2014-02-28,186.33,21.71,36.24,40.42,47.5,59.42,66.8,42.05,47.09,69.6,34.0,41.53,42.815,25.13,37.68
2014-03-03,184.93,21.52,35.95,40.05,47.18,59.003,66.21,42.01,46.99,69.43,33.67,41.36,42.66,24.64,38.43
2014-03-04,187.69,21.94,36.46,40.3501,47.86,60.1,67.03,42.46,47.73,70.71,34.02,41.84,43.41,25.89,38.97
2014-03-05,187.73,22.11,36.5,40.09,47.93,60.01,67.27,42.65,47.83,69.92,33.94,42.18,43.285,25.09,38.92
2014-03-06,188.18,22.2699,36.53,39.875,48.2,59.63,67.5,42.63,48.01,70.18,33.84,42.86,43.19,25.64,38.392
2014-03-07,188.21,22.37,36.41,39.98,48.35,59.48,67.4,42.69,47.78,70.24,33.66,42.24,43.52,25.62,38.27
2014-03-10,188.18,22.39,36.37,39.91,48.14,59.72,67.18,42.54,47.74,69.75,33.33,41.46,43.565,24.8,37.98
2014-03-11,187.2,22.23,36.28,39.775,47.8,59.57,66.82,42.81,47.28,68.3,33.21,41.45,43.315,24.49,38.11
2014-03-12,187.26,22.19,36.34,40.28,47.71,59.55,66.74,42.48,47.24,68.77,33.16,41.86,43.285,24.35,38.04
2014-03-13,185.19,21.95,35.84,40.68,47.03,58.77,65.81,42.97,46.86,68.0,32.59,41.73,42.79,24.57,38.11
2014-03-14,184.61,21.82,35.62,40.89,46.85,58.47,65.85,42.4,46.91,68.88,32.69,42.03,42.855,24.9,37.925
2014-03-17,186.34,22.04,36.05,41.15,47.42,58.99,66.29,42.72,47.28,68.9,33.02,42.01,43.145,24.8,37.97
2014-03-18,187.69,22.15,36.525,41.1,47.68,59.68,66.58,42.9,47.54,70.24,33.31,42.59,43.315,25.4,38.03
2014-03-19,186.68,22.12,36.36,40.49,47.19,59.49,66.18,42.88,47.13,69.69,33.24,42.01,43.048,25.29,37.31
2014-03-20,187.76,22.485,36.66,40.54,47.32,59.48,66.32,42.45,47.35,70.27,32.86,41.79,43.02,25.54,37.25
2014-03-21,186.21,22.4,36.31,40.51,47.34,58.17,65.68,42.67,47.37,70.48,32.43,42.27,43.015,24.31,38.02
2014-03-24,185.41,22.36,36.26,40.61,47.19,57.52,65.03,42.52,47.01,70.0,32.19,42.02,42.585,24.65,37.37
2014-03-25,186.34,22.36,36.51,40.78,47.62,58.01,64.62,42.62,47.26,70.4,32.31,42.21,42.143,24.84,37.53
2014-03-26,184.96,22.145,36.055,40.62,47.13,58.02,64.09,42.85,46.5701,69.46,31.71,41.04,41.67,24.41,37.02
2014-03-27,184.62,22.02,35.91,40.95,47.07,57.95,63.8,42.57,46.46,70.59,31.68,41.27,41.55,24.89,37.05
2014-03-28,185.48,22.11,36.05,41.02,47.42,57.71,64.3,42.67,46.77,71.68,32.26,41.41,41.92,25.35,37.51
2014-03-31,187.02,22.33,36.34,41.46,47.97,58.48,64.73,42.99,47.27,71.8,32.53,41.75,42.13,25.48,37.66
2014-04-01,188.25,22.405,36.76,41.17,48.3,58.855,65.62,43.01,47.56,72.22,32.89,41.91,42.755,25.99,36.69
2014-04-02,188.88,22.45,36.79,41.105,48.64,59.09,66.08,43.02,47.9,73.12,33.03,42.42,43.375,25.8,37.73
2014-04-03,188.63,22.42,36.615,41.23,48.72,58.94,65.73,43.04,47.95,73.51,32.93,42.5,43.25,25.83,37.86
2014-04-04,186.39,22.18,35.915,41.4799,48.16,58.04,64.64,43.22,47.33,72.74,32.64,42.5,42.445,25.52,37.97
2014-04-07,184.31,21.84,35.65,41.38,47.47,57.42,63.39,42.93,46.65,71.17,31.72,41.82,41.505,24.61,38.06
2014-04-08,185.11,21.87,35.965,42.0,47.47,56.96,64.02,43.0,46.83,72.54,31.87,42.6,41.93,24.63,38.24
2014-04-09,187.12,22.05,36.43,41.88,48.08,58.17,64.71,43.22,47.54,73.24,32.17,42.94,42.3,24.61,38.22
2014-04-10,183.15,21.53,35.605,41.73,47.12,56.29,63.1,43.4,46.58,72.22,31.55,42.1,41.155,24.05,38.05
2014-04-11,181.48,21.29,35.23,41.7,46.65,55.72,62.25,42.94,46.05,71.77,31.23,41.435,40.55,23.8,38.23
2014-04-14,182.95,21.45,35.56,41.95,46.92,55.99,62.74,43.0,46.4,73.28,31.24,41.96,40.763,23.96,37.98
2014-04-15,184.23,21.64,35.72,42.51,47.25,56.61,62.82,43.24,46.67,74.52,31.17,41.97,40.79,23.31,38.6
2014-04-16,186.13,21.83,36.08,42.83,47.97,56.9,63.69,43.44,47.37,75.74,31.54,42.05,41.0,24.46,38.45
2014-04-17,186.39,21.85,36.01,42.32,48.35,56.9,63.76,43.54,47.49,76.86,31.42,42.02,40.96,24.15,38.12
2014-04-21,187.05,21.83,36.165,42.26,48.49,57.58,63.93,43.52,47.53,77.33,31.52,41.89,41.075,24.48,38.31
2014-04-22,187.86,21.992,36.32,42.28,48.52,58.19,64.48,43.69,47.69,77.13,31.815,41.77,41.61,25.0,38.29
2014-04-23,187.46,22.05,35.93,42.34,48.7,57.9,64.19,43.63,47.7,77.662,31.36,42.23,41.56,25.71,38.53
2014-04-24,187.82,22.02,36.21,42.608,48.61,57.8,64.54,43.61,47.51,77.94,31.71,42.2,41.66,26.19,39.01
2014-04-25,186.31,21.85,35.75,43.1,48.13,57.38,63.46,43.69,47.18,76.5,31.01,41.76,41.12,25.63,38.8
2014-04-28,186.9,21.72,36.1,43.31,48.16,57.715,63.29,43.89,46.945,76.4,30.97,41.22,41.525,25.38,39.2
2014-04-29,187.73,21.92,36.35,43.13,48.29,58.05,63.55,44.25,47.29,77.35,30.96,41.84,41.72,24.93,38.42
2014-04-30,188.39,21.98,36.47,43.21,48.61,58.14,63.85,44.0,47.68,77.58,31.02,41.95,41.765,24.28,38.63
2014-05-01,188.32,21.99,36.475,43.375,48.49,58.23,64.07,44.15,47.36,76.73,31.32,41.96,41.795,23.92,38.91
2014-05-02,188.07,21.99,36.39,42.51,48.41,57.77,64.25,44.2,47.57,77.29,31.76,42.44,42.005,24.69,39.19
2014-05-05,188.44,21.91,36.56,42.87,48.52,58.12,64.29,44.03,47.8,77.11,31.35,41.98,41.795,24.16,39.3
2014-05-06,186.82,21.6,36.18,42.67,48.15,57.61,63.44,43.97,47.57,76.8,30.725,41.44,41.09,24.1,39.26
2014-05-07,187.9,21.89,36.18,43.37,48.56,57.78,63.31,43.92,47.96,76.86,30.705,41.22,40.679,24.29,39.43
2014-05-08,187.69,21.95,36.29,42.87,48.55,57.47,63.47,44.24,47.76,74.55,30.67,40.78,40.905,24.3,39.17
2014-05-09,188.02,21.93,36.34,42.27,48.59,57.81,63.84,44.26,47.745,74.47,30.985,40.64,41.615,24.6,39.33
2014-05-12,189.78,22.15,36.81,41.87,49.31,58.4,64.63,44.57,48.36,75.17,31.66,41.85,42.44,24.88,39.34
2014-05-13,189.95,22.13,36.83,41.95,49.4,58.52,64.45,44.54,48.39,75.78,31.48,41.58,42.265,24.57,39.25
2014-05-14,189.05,21.97,36.67,42.18,49.03,58.53,63.74,44.61,48.42,75.02,30.79,41.32,41.68,24.03,39.35
2014-05-15,187.38,21.73,36.43,42.02,48.6,57.94,63.31,44.27,47.72,74.27,30.55,40.905,41.195,23.5,39.4
2014-05-16,188.08,21.75,36.68,42.15,48.66,58.149,63.74,44.07,47.91,74.22,30.88,40.7699,41.785,23.79,39.87
2014-05-19,188.74,21.87,36.925,41.49,48.85,58.5,64.02,44.17,48.1,74.91,30.87,40.92,41.95,23.84,39.5
2014-05-20,187.53,21.72,36.7,41.49,48.2,58.14,63.47,44.19,47.84,74.33,30.58,39.91,40.92,23.46,39.14
2014-05-21,189.12,21.88,36.96,41.52,48.68,58.62,64.22,44.03,48.07,75.62,30.7,40.04,40.99,23.41,38.79
2014-05-22,189.595,21.97,37.04,41.85,48.77,58.96,64.55,44.26,48.16,75.36,31.28,39.98,41.435,23.68,38.88
2014-05-23,190.37,22.03,37.34,41.76,49.08,59.005,65.08,44.2,48.58,74.77,31.79,40.15,41.63,24.37,39.58
2014-05-27,191.54,22.24,37.66,42.09,49.34,59.34,65.4,44.39,48.58,75.58,31.84,40.03,41.86,24.36,40.12
2014-05-28,191.35,22.2,37.57,42.35,49.38,59.16,65.34,44.44,48.59,76.47,31.6,39.42,41.47,23.98,39.58
2014-05-29,192.38,22.23,37.78,42.44,49.58,59.62,65.62,44.38,49.09,77.81,31.64,39.76,41.705,23.74,39.46
2014-05-30,192.65,22.28,37.81,42.74,49.54,59.78,65.66,44.6,49.07,77.06,31.5,39.22,41.885,23.44,39.73
2014-06-02,192.9,22.35,37.77,42.71,49.75,59.8699,65.88,44.96,49.27,76.17,31.52,39.09,41.785,23.34,39.7025
2014-06-03,192.81,22.37,37.69,42.87,49.7,59.98,65.77,44.87,49.16,76.7,31.55,38.76,41.883,23.16,39.65
2014-06-04,193.17,22.44,37.76,42.89,49.69,60.13,66.08,44.74,49.26,76.92,31.65,39.12,42.235,23.17,39.87
2014-06-05,194.45,22.66,38.03,43.23,50.19,60.22,66.53,44.94,49.47,77.6,31.92,39.85,42.505,23.67,40.71
2014-06-06,195.38,22.805,38.19,43.09,50.7,60.16,66.92,45.12,49.72,78.11,32.42,40.14,42.78,24.77,40.73
2014-06-09,195.58,22.895,38.3,42.81,50.95,59.87,66.95,45.13,49.59,78.34,32.76,40.16,42.9,25.3,40.02
2014-06-10,195.6,22.89,38.34,42.685,50.83,60.02,66.8,45.03,49.67,77.94,32.54,40.14,42.845,25.02,39.5
2014-06-11,194.94,22.74,38.245,42.15,50.46,59.985,66.61,45.07,49.39,78.71,32.11,40.51,42.77,24.71,39.4
2014-06-12,193.53,22.6,37.92,42.27,49.78,59.68,65.76,44.95,48.96,79.78,31.92,39.97,42.205,24.63,39.28
2014-06-13,194.14,22.61,38.115,42.55,49.95,59.65,65.75,44.78,49.14,80.7,31.785,40.6,42.42,24.6,39.3
2014-06-16,194.3,22.51,38.14,42.83,49.9,59.745,65.99,44.7,49.05,80.92,32.06,40.41,42.791,24.58,38.87
2014-06-17,194.82,22.73,38.23,42.79,50.04,59.72,66.2,44.95,49.145,81.02,32.19,40.88,43.15,25.04,38.69
2014-06-18,196.25,22.87,38.41,43.74,50.32,60.19,66.66,44.83,49.68,81.88,32.32,41.65,43.435,24.85,38.7
2014-06-19,196.49,22.83,38.35,44.1,50.45,60.38,66.55,45.45,49.58,82.75,32.32,42.13,43.25,24.56,39.0
2014-06-20,195.95,22.825,38.09,43.45,50.67,60.67,66.09,45.48,49.65,83.32,32.14,41.77,43.115,24.26,39.41
2014-06-23,195.882,22.88,38.17,43.33,50.38,60.47,66.16,45.22,49.71,83.43,32.2,42.0,43.15,24.55,38.91
2014-06-24,194.7,22.73,37.98,43.43,49.87,60.49,66.01,44.9,49.27,80.22,32.21,41.16,42.885,24.6,39.13
2014-06-25,195.56,22.74,38.16,43.63,49.92,61.14,66.54,44.65,49.65,81.52,32.47,41.6,43.09,24.8,38.7
2014-06-26,195.44,22.67,38.11,43.76,49.88,61.2,66.61,44.65,49.62,81.29,32.37,41.96,43.03,24.69,38.75
2014-06-27,195.8,22.73,38.315,43.91,50.0,61.07,66.79,44.58,49.46,81.74,32.55,41.92,43.285,24.58,38.95
2014-06-30,195.71,22.74,38.35,44.27,49.79,60.82,66.75,44.5,49.65,82.28,32.76,42.26,43.38,24.74,39.03
2014-07-01,197.06,22.88,38.74,43.83,50.09,61.61,67.46,44.69,49.75,82.04,33.04,42.33,43.765,25.14,39.39
2014-07-02,197.24,22.87,38.78,42.96,50.01,62.06,67.56,44.74,49.82,81.6,32.71,42.64,43.77,24.86,38.97
2014-07-03,198.24,23.035,38.96,42.49,50.43,62.3,68.05,44.87,50.12,81.77,33.02,43.22,44.295,25.23,38.78
2014-07-07,197.54,22.925,38.98,42.7,50.07,61.84,67.66,45.0,49.72,80.02,32.46,42.32,43.825,24.59,38.78
2014-07-08,196.27,22.745,38.64,42.98,49.73,61.28,66.99,45.09,49.58,79.91,32.26,41.89,43.36,24.44,38.88
2014-07-09,197.13,22.795,38.81,42.88,49.81,61.51,67.81,45.13,49.76,80.65,32.05,41.98,43.68,24.47,38.94
2014-07-10,196.335,22.655,38.74,43.16,49.51,61.5,67.18,44.99,49.55,79.49,31.5,41.5,43.145,23.62,39.22
2014-07-11,196.59,22.69,38.91,42.83,49.8,61.615,67.4,45.2,49.63,78.3199,31.37,41.94,42.895,23.49,39.14
2014-07-14,197.59,22.83,39.2,42.33,50.09,61.825,67.58,45.38,49.63,79.325,31.38,41.67,42.885,23.5,39.44
2014-07-15,197.23,22.99,39.15,42.56,50.11,61.29,67.36,45.36,49.49,77.54,31.09,41.27,42.62,23.17,39.24
2014-07-16,197.97,22.95,39.47,42.7,50.33,61.08,67.5,45.2,49.84,78.95,31.36,41.97,42.44,23.24,39.25
2014-07-17,195.72,22.66,38.97,42.29,49.54,60.43,66.9,44.99,49.61,77.35,30.73,41.57,41.935,22.44,39.05
2014-07-18,197.72,22.905,39.45,42.74,49.96,61.41,67.4995,44.8,49.95,78.37,30.96,41.85,42.7,22.83,39.84
2014-07-21,197.3,22.85,39.42,42.7,49.93,61.17,67.18,45.03,49.785,78.53,31.0,41.75,42.385,22.5,39.6
2014-07-22,198.19,22.92,39.72,42.63,50.11,61.66,67.46,44.93,49.86,79.16,31.42,42.13,42.285,22.78,39.95
2014-07-23,198.65,22.97,39.79,42.63,49.91,62.185,67.41,45.02,50.09,79.76,31.59,42.01,42.395,23.18,39.82
2014-07-24,198.65,23.02,39.76,42.77,49.67,62.05,67.59,44.93,50.01,79.79,31.05,41.8,42.68,23.0,39.48
2014-07-25,197.71,22.89,39.7,42.43,49.54,61.83,66.8,44.93,50.11,78.64,30.76,42.07,42.16,23.88,39.08
2014-07-28,197.79,22.9,39.79,43.05,49.29,61.89,66.93,44.75,50.25,77.62,30.24,41.85,42.13,23.26,39.53
2014-07-29,196.95,22.78,39.71,42.62,48.68,61.92,66.76,44.61,49.875,77.92,30.14,42.23,42.13,22.97,39.35
2014-07-30,196.99,22.88,39.76,41.91,48.72,62.17,67.15,44.43,49.62,77.22,30.01,42.26,42.545,23.18,38.99
2014-07-31,193.05,22.41,38.99,41.26,47.74,60.91,65.89,43.52,48.66,75.25,29.44,41.38,41.92,22.92,38.35
2014-08-01,192.49,22.21,38.79,41.42,47.69,60.93,65.64,43.08,48.7,73.72,29.49,41.3,41.83,22.64,38.69
2014-08-04,193.88,22.395,39.05,41.18,47.86,61.2,66.31,43.53,49.24,75.83,29.755,41.89,42.295,23.02,38.73
2014-08-05,191.98,22.165,38.71,40.68,47.57,60.63,65.84,43.48,48.76,73.73,29.66,41.84,42.15,23.19,38.51
2014-08-06,192.05,22.265,38.57,40.18,47.33,60.57,65.68,42.99,49.12,74.11,29.71,42.34,42.305,23.38,38.41
